collector_location,collector_id,device_id,latitude,longitude,snapshot_datetime,Year,Month,Day,Hour,DayPeriod,Season,road,state,city
-MvXb2q69zW_SrNbxzY_,99,96ddc11dcb259ebd,31.2198583,29.9649427,2022-02-10 09:49:57.254923,2022,February,Thursday,9,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXb3ro-wXQGXqD8qxs,99,96ddc11dcb259ebd,31.2198583,29.9649427,2022-02-10 09:50:01.460568,2022,February,Thursday,9,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXeU4Th6PUfQr7qBaR,99,96ddc11dcb259ebd,31.1721699,29.9328429,2022-02-10 10:04:55.260802,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXeUQAs5XxhUVR87pC,99,96ddc11dcb259ebd,31.1712919,29.9323102,2022-02-10 10:04:56.651423,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXeVliXErjo8dmFvqL,99,96ddc11dcb259ebd,31.1711236,29.9318864,2022-02-10 10:05:02.190321,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXeWauiCvvOCA87lnI,99,96ddc11dcb259ebd,31.1717004,29.932896,2022-02-10 10:05:05.594188,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXeWwMuVOwk5jDFqrb,99,96ddc11dcb259ebd,31.1710506,29.9317084,2022-02-10 10:05:06.967805,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXeXMcVsSg-30NnWdE,99,96ddc11dcb259ebd,31.171555,29.9328928,2022-02-10 10:05:08.712800,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXeZ3xKf-n2LU5l1Zy,99,96ddc11dcb259ebd,31.1715581,29.9328902,2022-02-10 10:05:15.707877,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXe_lte2n6t_wkci8w,99,96ddc11dcb259ebd,31.1715583,29.93289,2022-02-10 10:05:22.681579,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXeb-JIjWniTF-hsMY,99,96ddc11dcb259ebd,31.1714251,29.932721,2022-02-10 10:05:27.700487,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXgLom9t3h8ze8TWnl,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:13:05.705250,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXgMIiPfhWPdChEqwc,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:13:07.693865,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXgO2X5wd_azG8lUL8,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:13:14.840496,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXgOaDq36Hadb5rLCJ,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:13:17.068785,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXgPoebc75z6cVu6CQ,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:13:22.066148,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXgQvLDFNO8bza3KVw,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:13:26.614448,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjCc2wlWsXIS77lxI,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:25:34.467360,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjDlnQuvl6gyAmdFS,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:25:39.187393,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjExMX3HZiR9cgUrP,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:25:44.023182,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjGBeP12ecIc-yQSm,99,96ddc11dcb259ebd,31.1684409,29.9330357,2022-02-10 10:25:49.098715,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjHPDNwjmef71X-3o,99,96ddc11dcb259ebd,31.1684895,29.932845,2022-02-10 10:25:54.062550,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjKWqatyCmYMLieHe,99,96ddc11dcb259ebd,31.1685127,29.9327538,2022-02-10 10:26:06.838794,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjL-PoFdxk8HQWWgJ,99,96ddc11dcb259ebd,31.1685178,29.9327338,2022-02-10 10:26:08.794147,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjMAOmdMjEojGA7eH,99,96ddc11dcb259ebd,31.1685217,29.9327187,2022-02-10 10:26:13.593313,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjMGIMu2CYOTmAp_W,99,96ddc11dcb259ebd,31.1685048,29.9327847,2022-02-10 10:26:13.971862,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjNSsGy7Jv2HQwkOa,99,96ddc11dcb259ebd,31.1685248,29.9327062,2022-02-10 10:26:18.872067,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjOgYHODfMon5dONj,99,96ddc11dcb259ebd,31.1685276,29.9326955,2022-02-10 10:26:23.907670,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjPrROryJ4tJGqfXh,99,96ddc11dcb259ebd,31.1685299,29.9326863,2022-02-10 10:26:28.699914,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjR4hHoTvsTVqJakD,99,96ddc11dcb259ebd,31.1685319,29.9326787,2022-02-10 10:26:33.709827,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjSHjNXP7iWvCKoPR,99,96ddc11dcb259ebd,31.1685334,29.9326725,2022-02-10 10:26:38.639107,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjTXKNDY92geWd7vs,99,96ddc11dcb259ebd,31.1685357,29.9326636,2022-02-10 10:26:43.733428,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjUgqcsnFb4p1JlLS,99,96ddc11dcb259ebd,31.1685357,29.9326636,2022-02-10 10:26:48.502772,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjVxJa1GeeBH9uL1b,99,96ddc11dcb259ebd,31.1685361,29.9326621,2022-02-10 10:26:53.652267,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXjZp1cIGN6B0ywBK8,99,96ddc11dcb259ebd,31.168533,29.9326742,2022-02-10 10:27:09.506544,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXj_5AL4qybt8hYydO,99,96ddc11dcb259ebd,31.168533,29.9326742,2022-02-10 10:27:10.603493,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlVpb12jkg3Xiqr00,99,96ddc11dcb259ebd,31.162863,29.9319513,2022-02-10 10:35:37.447719,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlWySmBnzkXI2XsBX,99,96ddc11dcb259ebd,31.162863,29.9319513,2022-02-10 10:35:42.108971,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlYDkp7HIsYCZFuQ6,99,96ddc11dcb259ebd,31.162863,29.9319513,2022-02-10 10:35:47.247959,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlZPqzMdr7uLICg0J,99,96ddc11dcb259ebd,31.162863,29.9319513,2022-02-10 10:35:52.118799,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXl_dEMDeeISYEh-EQ,99,96ddc11dcb259ebd,31.1624817,29.9317045,2022-02-10 10:35:57.135467,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlatgM2PrtKPV6V0t,99,96ddc11dcb259ebd,31.1625602,29.9317553,2022-02-10 10:36:02.283942,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlc4laFyqJj9d48Ge,99,96ddc11dcb259ebd,31.1626128,29.9317893,2022-02-10 10:36:07.152990,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXldIl9saF3ynX2kfX,99,96ddc11dcb259ebd,31.1626514,29.9318144,2022-02-10 10:36:12.145161,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlebW03VtcZLBHO3e,99,96ddc11dcb259ebd,31.1626821,29.9318342,2022-02-10 10:36:17.504932,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlfmWbu9lFNuqMOg7,99,96ddc11dcb259ebd,31.1627126,29.9318539,2022-02-10 10:36:22.305864,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXlgy2g4V7V3CP07Om,99,96ddc11dcb259ebd,31.1627126,29.9318539,2022-02-10 10:36:27.138859,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXli9bVc9U0tgvioH5,99,96ddc11dcb259ebd,31.1627371,29.9318698,2022-02-10 10:36:32.039340,2022,February,Thursday,10,morning,Winter,"Cairo Road, Alexandria Desert",Alexandria,Alexandria
-MvXnc0TGcOZpzA5RDAp,99,96ddc11dcb259ebd,31.18215,29.9277067,2022-02-10 10:44:51.166319,2022,February,Thursday,10,morning,Winter,Suez Canal Road,Alexandria,Alexandria
-MvXndLJ0llzCZnVRDwf,99,96ddc11dcb259ebd,31.182509,29.9274113,2022-02-10 10:44:56.595976,2022,February,Thursday,10,morning,Winter,Suez Canal Road,Alexandria,Alexandria
-MvXndeMxfEJ7rmlYZsk,99,96ddc11dcb259ebd,31.182509,29.9274113,2022-02-10 10:44:57.879066,2022,February,Thursday,10,morning,Winter,Suez Canal Road,Alexandria,Alexandria
-MvXnesEbKtIuYIVOOVV,99,96ddc11dcb259ebd,31.1831867,29.9270792,2022-02-10 10:45:02.863109,2022,February,Thursday,10,morning,Winter,Suez Canal Road,Alexandria,Alexandria
-MvXng0Ff-JzN2mc3TG4,99,96ddc11dcb259ebd,31.1831867,29.9270792,2022-02-10 10:45:07.535966,2022,February,Thursday,10,morning,Winter,Suez Canal Road,Alexandria,Alexandria
-MvXnhE3tJtgoDdSkVv0,99,96ddc11dcb259ebd,31.1835059,29.9269498,2022-02-10 10:45:12.516353,2022,February,Thursday,10,morning,Winter,Al -Qabriya High Bridge,Alexandria,Alexandria
-MvXniSHdNeYAWEMhaEa,99,96ddc11dcb259ebd,31.1837537,29.9268615,2022-02-10 10:45:17.522798,2022,February,Thursday,10,morning,Winter,Al -Qabriya High Bridge,Alexandria,Alexandria
-MvXnjgKyB9GHSgUj-f7,99,96ddc11dcb259ebd,31.1840601,29.9267157,2022-02-10 10:45:22.581320,2022,February,Thursday,10,morning,Winter,Al -Qabriya High Bridge,Alexandria,Alexandria
-MvXnkyIEMCaUOiffMB8,99,96ddc11dcb259ebd,31.1871467,29.9247222,2022-02-10 10:45:27.827174,2022,February,Thursday,10,morning,Winter,Muharram Bey Bridge,Alexandria,Alexandria
-MvXnnikP7aqpqR4yPRI,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:45:39.120746,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXno-5Jycu9uXNY6Hb,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:45:40.230575,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXnrkp2hlIS580m6Pa,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:45:55.636727,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXnsLioFlHRlBRfiXb,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:45:58.062328,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXntVfCsUFHtGvgTZ2,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:46:02.794937,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXnuk6Hozk6CU857b8,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:46:07.879467,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXnvv51l2KXYGO6lgE,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:46:12.678574,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXnx7eyDazAtXu9DjG,99,96ddc11dcb259ebd,31.1884526,29.9272524,2022-02-10 10:46:17.642250,2022,February,Thursday,10,morning,Winter,Railway Street,Alexandria,Alexandria
-MvXny_YBT-vlRCZ3dI2,99,96ddc11dcb259ebd,31.1897918,29.9232763,2022-02-10 10:46:23.587081,2022,February,Thursday,10,morning,Winter,Suez Canal Road,Alexandria,Alexandria
-MvXnzaJSqra69PatSsZ,99,96ddc11dcb259ebd,31.1897918,29.9232763,2022-02-10 10:46:27.732305,2022,February,Thursday,10,morning,Winter,Suez Canal Road,Alexandria,Alexandria
-MvXo-m1wgKe705M00N2,99,96ddc11dcb259ebd,31.1898328,29.9241917,2022-02-10 10:46:32.578864,2022,February,Thursday,10,morning,Winter,Ibn Kamel Street,Alexandria,Alexandria
-MvXo0yzTNnT8hQgb1C6,99,96ddc11dcb259ebd,31.1898363,29.9242692,2022-02-10 10:46:37.503557,2022,February,Thursday,10,morning,Winter,Ibn Kamel Street,Alexandria,Alexandria
-MvXo2Dq08ngcCkVUDdt,99,96ddc11dcb259ebd,31.1898376,29.9242983,2022-02-10 10:46:42.614201,2022,February,Thursday,10,morning,Winter,Ibn Kamel Street,Alexandria,Alexandria
-MvXo3Q_ly3awD5-i2bb,99,96ddc11dcb259ebd,31.1898213,29.9242208,2022-02-10 10:46:47.525134,2022,February,Thursday,10,morning,Winter,Ibn Kamel Street,Alexandria,Alexandria
-MvXo4uHTdxYjhEAE9xH,99,96ddc11dcb259ebd,31.1898256,29.9242535,2022-02-10 10:46:53.583844,2022,February,Thursday,10,morning,Winter,Ibn Kamel Street,Alexandria,Alexandria
-MvXo64DNToTT4EzEE5U,99,96ddc11dcb259ebd,31.1898256,29.9242535,2022-02-10 10:46:58.382658,2022,February,Thursday,10,morning,Winter,Ibn Kamel Street,Alexandria,Alexandria
-MvXo7F0FaUAn4NwbgJa,99,96ddc11dcb259ebd,31.1906368,29.9276139,2022-02-10 10:47:03.169157,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXo93gJSBgEMTIaGyk,99,96ddc11dcb259ebd,31.1907575,29.9276921,2022-02-10 10:47:10.636074,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXoA8lv6OL4p6hYtlu,99,96ddc11dcb259ebd,31.1907575,29.9276921,2022-02-10 10:47:15.052468,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXoCYZ1zJ5sGNBId2_,99,96ddc11dcb259ebd,31.1911148,29.9276744,2022-02-10 10:47:24.899072,2022,February,Thursday,10,morning,Winter,Ibn Nafi Street,Alexandria,Alexandria
-MvXoDMt-ohEFl7yrnNl,99,96ddc11dcb259ebd,31.1913375,29.9276627,2022-02-10 10:47:28.249109,2022,February,Thursday,10,morning,Winter,Ibn Nafi Street,Alexandria,Alexandria
-MvXoEjvr4CWcMSmFs8j,99,96ddc11dcb259ebd,31.1920131,29.9309291,2022-02-10 10:47:33.883832,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXojTVW0UYq0M264u0,99,96ddc11dcb259ebd,31.2027911,29.9410008,2022-02-10 10:49:43.840179,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXokeRpz3VxmqOlW6b,99,96ddc11dcb259ebd,31.2027917,29.9417116,2022-02-10 10:49:48.700389,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXolqtgGMDqQsGGqP-,99,96ddc11dcb259ebd,31.2026504,29.9424821,2022-02-10 10:49:53.592999,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXon6InArSJvgGD9El,99,96ddc11dcb259ebd,31.2023811,29.943231,2022-02-10 10:49:58.739373,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXooJHW0mTOx6spxZF,99,96ddc11dcb259ebd,31.2019252,29.9439438,2022-02-10 10:50:03.666538,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXopY5waVes2fgq2Fh,99,96ddc11dcb259ebd,31.2014208,29.9446926,2022-02-10 10:50:08.710035,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXoqj3hAHHjhxUA5Ky,99,96ddc11dcb259ebd,31.2009671,29.9454971,2022-02-10 10:50:13.572249,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXorz8Mfw1632Hrhfv,99,96ddc11dcb259ebd,31.2005909,29.946366,2022-02-10 10:50:18.697256,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXotDu8lEaXoq-WZ0n,99,96ddc11dcb259ebd,31.2002907,29.9472656,2022-02-10 10:50:23.802802,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXouPYV5UVgQwvacNM,99,96ddc11dcb259ebd,31.2000818,29.9481626,2022-02-10 10:50:28.643043,2022,February,Thursday,10,morning,Winter,Al -Mahmudia Maritime Street,Alexandria,Alexandria
-MvXovdMO_pdHr3R44wm,99,96ddc11dcb259ebd,31.1999604,29.9490834,2022-02-10 10:50:33.685667,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXowxRd-WXurySufk7,99,96ddc11dcb259ebd,31.1999107,29.9500343,2022-02-10 10:50:39.068672,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXoy551WG7EG3TX-iB,99,96ddc11dcb259ebd,31.1998648,29.9509488,2022-02-10 10:50:43.718653,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXozNcGEpQB_UM7MEg,99,96ddc11dcb259ebd,31.1999463,29.9518115,2022-02-10 10:50:49.000430,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXp-YUl6HwBphjdm8f,99,96ddc11dcb259ebd,31.2002648,29.9525117,2022-02-10 10:50:53.789949,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXp0lKryMpK6Hd5-oK,99,96ddc11dcb259ebd,31.2007698,29.9530116,2022-02-10 10:50:58.773396,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXp1z3vveA0IzHQNB4,99,96ddc11dcb259ebd,31.2014533,29.953432,2022-02-10 10:51:03.748700,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXp3B8KFgRQMjgn8Fb,99,96ddc11dcb259ebd,31.2021998,29.953803,2022-02-10 10:51:08.681279,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXp4QXHszQsKk9oaP_,99,96ddc11dcb259ebd,31.202922,29.9541577,2022-02-10 10:51:13.762764,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXp6pirhEb5yEKtwGi,99,96ddc11dcb259ebd,31.2040854,29.9548068,2022-02-10 10:51:23.630799,2022,February,Thursday,10,morning,Winter,"Bridge, Dean of the martyr Majid Ahmed Kamal Shaker",Alexandria,Alexandria
-MvXp83bFF6ePwzeuwWB,99,96ddc11dcb259ebd,31.2046585,29.9550936,2022-02-10 10:51:28.679457,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXp9Rh5L8weILJC3Rh,99,96ddc11dcb259ebd,31.2052889,29.9552506,2022-02-10 10:51:34.317549,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpAWW8KnODyIhdbMO,99,96ddc11dcb259ebd,31.2059317,29.9554048,2022-02-10 10:51:38.719586,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpBoadsRhAGB-Qc1O,99,96ddc11dcb259ebd,31.2065965,29.9556133,2022-02-10 10:51:44.038714,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpCz0ky9IbJaJk9Le,99,96ddc11dcb259ebd,31.2072637,29.9558196,2022-02-10 10:51:48.799878,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpEAdlU0X3amsRiFv,99,96ddc11dcb259ebd,31.207868,29.9561246,2022-02-10 10:51:53.705357,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpFNsTvqVaLr0iSq2,99,96ddc11dcb259ebd,31.2084177,29.9564799,2022-02-10 10:51:58.647976,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpGcrU4BP3k8Ejt9d,99,96ddc11dcb259ebd,31.2089152,29.9567888,2022-02-10 10:52:03.767415,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpHs74Lb7vaxtbQUR,99,96ddc11dcb259ebd,31.2093734,29.9570961,2022-02-10 10:52:08.840372,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpJnwDWhMd0GR6dVV,99,96ddc11dcb259ebd,31.2098597,29.9574509,2022-02-10 10:52:16.763206,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpKKTsSmuZqnCrjhs,99,96ddc11dcb259ebd,31.2103593,29.9578819,2022-02-10 10:52:18.910279,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpLZi4vtWNiRHWd7P,99,96ddc11dcb259ebd,31.2108065,29.9583869,2022-02-10 10:52:23.982397,2022,February,Thursday,10,morning,Winter,May 14 Bridge,Alexandria,Alexandria
-MvXpMp1JnWu-afLSLYt,99,96ddc11dcb259ebd,31.2111116,29.9589616,2022-02-10 10:52:29.122711,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpNwhaYIwCa6J7-zc,99,96ddc11dcb259ebd,31.2113306,29.9596255,2022-02-10 10:52:33.709123,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpPA6apvfIciERbVM,99,96ddc11dcb259ebd,31.2116158,29.9602524,2022-02-10 10:52:38.726330,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpQOl8mWlJ6zjVnaR,99,96ddc11dcb259ebd,31.2118325,29.9607389,2022-02-10 10:52:43.761410,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpRcQD7aYF6WAyIku,99,96ddc11dcb259ebd,31.2119581,29.9609893,2022-02-10 10:52:48.793641,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpSpJFcVq11hZ09Hz,99,96ddc11dcb259ebd,31.2120381,29.9611306,2022-02-10 10:52:53.715298,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpU1dgYOBXR57VwK_,99,96ddc11dcb259ebd,31.2120877,29.9612319,2022-02-10 10:52:58.665532,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpVG69bLs4hm21EKB,99,96ddc11dcb259ebd,31.212194,29.9613883,2022-02-10 10:53:03.687674,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpWUKv1zyLTXAW_qw,99,96ddc11dcb259ebd,31.212407,29.9616015,2022-02-10 10:53:08.693492,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpYINRIGHw0NSV7b3,99,96ddc11dcb259ebd,31.2126919,29.9618151,2022-02-10 10:53:16.119973,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXpZbMGw39S54fN6x4,99,96ddc11dcb259ebd,31.2128854,29.9618941,2022-02-10 10:53:21.494993,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXp_CBXuor6lW0qqm3,99,96ddc11dcb259ebd,31.2129396,29.961949,2022-02-10 10:53:23.916743,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXqChZMtD6tE65m55W,99,96ddc11dcb259ebd,31.2159209,29.964839,2022-02-10 10:56:09.828189,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXqDq-ocP_ZyrxYOPY,99,96ddc11dcb259ebd,31.2159209,29.964839,2022-02-10 10:56:14.464741,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
-MvXqEKDzobSp-oLGOZl,99,96ddc11dcb259ebd,31.2159209,29.964839,2022-02-10 10:56:16.462168,2022,February,Thursday,10,morning,Winter,Al -Mahmoudiyah Canal Street,Alexandria,Alexandria
